,content,description,title
0,"""Also:
1) The Mt Druitt Waterworks.
2) It was completely normal to walk around the grounds of a school out of hours or on the weekend, and use their sports field to play soccer or cricket with the … [+1123 chars]","""I remember when a good night out was getting to Bar Century at 10pm, getting shit-faced on $3 drinks, nightclubbing until 5am and then getting a shitty NightRider home.""View Entire Post ›",Aussies Are Sharing Nostalgic Things They Miss From Their Cities And I Wish I Could Turn Back The Clock
1,Keep up with the latest daily buzz with the BuzzFeed Daily newsletter!,How would they know?!View Entire Post ›,Shay Mitchell Proved She Was A Master Of Illusions With How She Hid Her Pregnancy
2,"u/GoldburstNeo
""Criticizing and attacking someone and labeling it as 'helping' by being honest. You're not honest; you're just a fucking asshole with a superiority complex.
A dude in my friend grou… [+393 chars]","""Your 'advice' doesn't actually help — it just makes that person feel worse about themselves.""View Entire Post ›","People Discuss Unhealthy Behaviors That Have Been Normalized, And It's Making Me Question Everything"
3,"I'm obsessed with candles, so it was a no-brainer for my husband to gift me this surprisingly super-fun gadget. It's really simple to use and charge, and it really works! I'll never have to buy anoth… [+506 chars]","A Grogu night light, press-on nails, and an intricate Lego set that'll act as an immediate mood booster.View Entire Post ›",37 Products To Buy To Help Lift Your Spirits This Winter
4,"Since I'm her sister, obviously I'd do it for free, right? I said no. I had other plans with friends, and I had a new kitten I couldn't leave. Cue her having an epic meltdown. I put the phone down wi… [+659 chars]","""If you're only paid for eight hours a day, you should only be working for eight hours a day.""View Entire Post ›","""My Dad Pays A Fine For Every Negative Comment About My Body"": People Are Sharing The Toxic Reasons Why They Had To Set Boundaries With Loved Ones"
5,"CBS
I mean, Coco Pops are iconic, so I'm not surprised that a flavour they've come up with is super tasty. If you're a fan, I totally recommend grabbing yourself a box even if you're not interested … [+36 chars]",My mouth is actually so confused.View Entire Post ›,Coco Pops Now Have A 'Mystery' Flavour And All I Can Taste Are Lollies
6,"Netflix
Sure, it wasn't three characters' lives hanging in the balance, but it was still shocking, okay!!! It was pretty clear Adam hated Eric specifically, so this was pretty damn shocking. While I… [+175 chars]",That bus crash on Skins SCARRED me.View Entire Post ›,38 Absolutely Wild Things That I Can't Actually Believe Happened On Teen Dramas
7,"The WB
^Yes, I'm aware that reads confusingly if you've never seen the show, so let me explain: Angel's a vampire that loses his soul when he experiences true happiness. So, in order to get him to l… [+456 chars]",~It was Agatha All Along!~View Entire Post ›,23 Shocking TV Moments That I Wish I Could Go Back In Time And See For The First Time
8,"If you'd like to learn more about cousins, Mr. Silberman has a whole 101 series on the family tree. You can check him out on TikTok.","""Removed means down by one generation.""View Entire Post ›","I Was Today Years Old When I Realized That First Cousins Once Removed Refers To My Cousin's Child, And I'm Not Alone"
9,Sign up to the BuzzFeed Quizzes Newsletter - Binge on the latest quizzes delivered right to your inbox with the Quizzes newsletter!,Fire signs are usually adventurous eaters!View Entire Post ›,Eat A Massive Meal And We'll Accurately Guess Your Zodiac Sign
