,content,description,title
0,"If you've been the target of revenge porn, the Federal Trade Commission outlines some resources available to you, as well as some steps you can take to protect yourself.
The National Suicide Prevent… [+589 chars]","""It wasn’t some random strangers seeing these pictures, it was our own friends and family.""View Entire Post ›","People Who've Had Their Nudes Leaked Are Sharing Their Stories, And They're So Upsetting"
1,"Note: In case you didn't know, a multilevel marketing (MLM) company is a company that emphasizes both direct sales and recruiting others to work under you, so you can receive a percentage of profit f… [+384 chars]","""Sorry your grandma died... Please buy my products.""View Entire Post ›","16 Times The ""Boss Babes"" In MLMs Took Things Way, Way Too Far"
2,"Psst, if you have no idea and guess on any (or all) of the questions, no worries. We'll explain the truth after you pick an answer so you have the facts. Making mistakes when the stakes are low is a … [+60 chars]",The truth is out there (and in here).View Entire Post ›,I Bet You Can't Get 10/10 On This Tricky Two Truths And A Lie Quiz That's All About Money
3,"Lionsgate Films / Via media.giphy.comYes, I understand that Billy the Puppet is creeper than Jigsaw. Lucky for his victims, Jigsaw likes to work behind the scenes, giving his creepy, little puppet on… [+242 chars]","From Scar from The Lion King to Jason Voorhees and Pennywise, these movie villains are unforgettable.View Entire Post ›","45 Movie Villains So Terrible, We Hate Them And Their Movies"
4,Keep up with the latest daily buzz with the BuzzFeed Daily newsletter!,Congratulations!View Entire Post ›,Downton Abbey's Michelle Dockery Just Got Engaged And Her Fiancé Has A Famous Sister
5,"PictureLux / The Hollywood Archive courtesy Alamy
An adaptation of Michael Crichton's sci-fi classic, Westworld was an amazing, suspenseful and violent puzzlebox of a series that culminated in an OM… [+375 chars]",These esteemed television series all started off with a bang but returned with a whimper.View Entire Post ›,20 Television Series That Soured Fans In Their Second Season
6,"Bettina Strauss / © CW / Courtesy Everett Collection
Where you've seen her before: Entourage, The Knight Before Christmas, The Passage, Super Troopers 2, Shut Eye, Murder in the First, Cleaners, It'… [+154 chars]",So that's why they look so familiar.View Entire Post ›,"Here's What You Should Watch Next If You're Absolutely Obsessed With The ""Superman & Lois"" Cast"
7,Get all the best Tasty recipes in your inbox! Sign up for the Tasty newsletter today!,Get soup-y with it.View Entire Post ›,Your Soup Opinions Will Reveal Your Best Quality
8,Get all the best moments in pop culture &amp; entertainment delivered to your inbox.,Cuteness awaits.View Entire Post ›,"These 30 Style Moments On ""The Marvelous Mrs. Maisel"" Prove Miriam Has It Going On"
9,"E! Entertainment / NBCU Photo Bank via Getty Images
He told Cosmopolitan, ""Because I have my insecurities with my physique, because of my history, Id put a lot of pressure on myself before I had to … [+266 chars]","""Why do leads always have to be muscular and ripped?""View Entire Post ›",15 Times Famous Men Called Out The Body Standards In Hollywood
