,content,description,title
0,"AMEpersonalized is a small business based out of Cape Coral, Florida that creates personalized home products.
Promising review: ""Absolutely beautiful! Looks and feels like a real candle, and it is t… [+212 chars]",Sometimes we *need* to talk about Bruno.View Entire Post ›,"21 ""Encanto"" Products To Bring Even More Disney Magic Into Your Life"
1,"Dmitry Marchenko / Getty Images/EyeEm
Me, but not literally me^.",Send help.View Entire Post ›,"All These Celebs Are Doing The ""Thats Not My Name"" Trend On TikTok, And I'm Confused By It All"
2,NBC/Giphy / Via giphy.comHow do you treat yourself? Take this poll to see how your fun purchases compare with everyone else's!,Where are Donna Meagle and Tom Haverford when we need them...View Entire Post ›,"I'm Very Curious To Know Which ""Treat Yourself"" Purchases You Couldn't Live Without"
3,"by Kota Hatachi BuzzFeed News Reporter, Japan",新型コロナウイルスの感染拡大が続くなか、保育園や幼稚園、小学校の休園・休校の影響が広がっている。 休園などにより仕事を休まざるを得ない保護者を支援するための国の制度「小学校休業等対応助成金」の導入が、事業主である企業などに申請や協力を拒否される事例が相次いでいる。 その場合、保護者自らが労働局に通...,コロナで休園、保護者が有給求めたら「クビにする」「不公平」… 小学校休業等対応助成金、企業の拒否が相次ぐ。不安の声も
4,"Netflix / courtesy Everett Collection
Pictured is Marsha P. Johnson, a legendary activist for the rights of queer and trans people. (The ""P."" stands for ""Pay It No Mind.) According to the New York H… [+135 chars]",Excuse me while I pack my bags and move to the Kentucky town that elects dogs as mayors.View Entire Post ›,"Here Are 50 Facts About Every US State, And There's A Strong Chance Your State Has The Most Interesting One"
5,"Price point: 9/10
Peloton offers a free trial period for new users and as of this writing, the promotion they have is two months free. After the trial, it'll cost you $12.99 a month plus tax. Keep i… [+4543 chars]",I wanted to see what all the hype was about.View Entire Post ›,I Worked Out With The Peloton App For Two Weeks — Here's What I Liked And Didn't Like
6,"Murray Close / Warner Bros / courtesy Everett Collection
Jupiter Ascending was a nightmare from the jump, Tatum said specifically about working on the Wachowskis' ambitious sci-fi tale. It was a sid… [+87 chars]","""Do I want to act anymore?""View Entire Post ›","Channing Tatum Revealed Why He Almost Quit Acting In 2018, And It Makes A Lot Of Sense"
7,"Converse / Via giphy.comI can't imagine shopping for clothes and then getting some fruit and veg...IN THE SAME PLACE. Idk, it seems normal, but my Australian brain can't compute being able to access … [+28 chars]",Being able to buy fresh produce in a Target?! Now THAT'S a concept.View Entire Post ›,This Australian Tiktoker Documented What American Target Is Like And Now I'm Extremely Jealous That The Australian One Is So Inferior
8,"POP / Via Amazon
Ray is a man of many trades. One minute, he's a real estate agent, and in the next, he's a wedding photographer. And at one point, he was selling Christmas trees. It's hard to keep … [+127 chars]","You shouldn't judge someone from one line, but these lines say a lot.View Entire Post ›","14 Quotes From Each ""Schitt's Creek"" Character That Tells Us Who They Are"
9,"For five years, HBOs Insecure took over our Sunday nights and our Twitter feeds. The show followed Issa, her best friend Molly, and her on-again-off-again boyfriend, Lawrence, as they navigated their… [+298 chars]","If you loved Insecure as much as we did, you’ll love these smart, sexy, and hilarious new reads.View Entire Post ›","15 Books You'll Want To Read If You Loved HBO's ""Insecure"""
10,"Disney
Of course, he ended up with: ""Pressure like a drip, drip, drip, that'll never stop, woah-oh"" and ""Pressure that'll tip, tip, tip 'til you just go pop, woah-oh-oh-oh.""",Encanto almost had a post-credits scene feature Antonio's capybara friend.View Entire Post ›,"27 ""Encanto"" Scenes, Lyrics, And Character Designs That Were Actually Cut From The Final Version Of The Film"
