,content,description,title
0,"Ive stopped doing this, probably forever.",There's a lot going on here.View Entire Post ›,"Going To Theme Parks, Wearing Regular Clothes Everyday, And 20 Other Pre-Pandemic Habits That I Want To Know If You Still Do"
1,"Richard Saunders / Getty Images
After his birth, Malcolm's father, Earl, was forced to move his family from Omaha, Nebraska to Milwaukee, Wisconsin then Lansing, Michigan. Earl was an outspoken acti… [+185 chars]","In light of the new information regarding Malcolm X's murder, I dove into his story.View Entire Post ›",True Crime: Everything You Need To Know About The Unsolved Murder Of Malcolm X
2,"Blu: ""Jimbo was very intimidating to me she's got massive tits, a massive ass, and she's super tall and then Mo Heart has so much personality! Pangina had never competed before, so she was this myste… [+462 chars]","""I personally think this is higher than an All Stars.""View Entire Post ›",The Cast Of RuPaul's Drag Race: UK Versus The World Spill 25 Insider Secrets From The Season
3,"@instagram.com / Via instagram.comNick is currently the father of 10-year-old twins with Mariah Carey, Moroccan and Monroe, 4-year-old Golden and 1-year-old Powerful Queen with model Brittany Bell, Z… [+108 chars]","""I look at everyone's predicament with loving eyes.""View Entire Post ›",Alyssa Scott Opened Up About Nick Cannon's Recent Baby Announcement Just A Month After The Death Of Their 5-Month-Old Son
4,"""They don't want to be your friend, they want to be with you.""",*second-guesses every last one of these*View Entire Post ›,How Many Of These Phrases Do You Actually Consider Gaslighting?
5,"u/beardedguitardad
""My ex did this to me, too. She told me to come hang out with her one weekend. I was like, cool a day of watching Star Trek, good food, and some 'afternoon delight.' I show up and… [+308 chars]","""Not being able to share humor with the person that you're with is such a deal breaker for me.""View Entire Post ›",Men Are Confessing How They Discovered Their Girlfriend Wasn't Their Soulmate
6,"HBO
According to Screen Australia, producers Steven Spielberg, Tom Hanks and Gary Goetzman spent a hefty $134 million in Australia, shooting 80% of the series in Victoria to recreate the war epic's … [+330 chars]",Hollywood isn't the only place they film big blockbusters!View Entire Post ›,19 TV Shows And Movies That You Didn't Know Were Filmed In Australia
7,"Kevin Winter / Getty Images
Prior to voicing Encanto's Bruno he had another monster animated movie under his belt by the name of Ice Age, where he voiced Sid the sloth whose lisp and comedy timing w… [+330 chars]","Some have come a long way, while others have just landed their big break.View Entire Post ›","What The ""Encanto"" Cast Was Like In Their First Big Role Vs. Now"
8,"Note: If the TikTok videos are not playing for you, you might need to change the settings on your device  here's how.",The world is Mariano's catwalk.View Entire Post ›,"Mariano's Walk In ""Encanto"" Is Now A TikTok Trend — Here Are 25 Of The Best Ones"
9,"E!
Or just put a cute lil' ""FKA"" in front of the old tattoo and it's still technically accurate! Just an idea!","""No ragrets.""View Entire Post ›","Months After MGK And Travis Barker Got Matching Tattoos Of Their Album Name, MGK Decided To Change It"
